SSYUKKA,SYUKKASAKI,SYUKKAKOKU,UKEIRE,HINBAN,NONYUHIBIN,SMAKER,SKOKU,SEBANGO,PLANKANBANSU,SAKUSEITIME,移動工数,高さ,サイズ種類,ストア,納入先,引取済,登録日時,登録者,入車時間,_truck_key,_has_special_hinban,ローカルグループ番号,山通番,グループ番号,グルーピング番号
02N,2982,2,06,486216006000,2026090702,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,116,,
02N,2982,2,07,616236014000,2026090702,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,116,,
02N,2982,2,07,616246010000,2026090702,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,117,,
02N,2982,2,07,617416014000,2026090702,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,117,,
02N,2982,2,07,617416014000,2026090702,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,117,,
02N,7371,4,28,583114214100,2026090702,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,118,,
02N,7371,4,28,583114214100,2026090702,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,118,,
02N,7371,4,61,583114214100,2026090702,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,118,,
02N,1000,K,K5,583114214100,2026090705,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,119,,
02N,1000,K,K5,537224207000,2026090705,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,119,,
02N,2982,2,07,631426010000,2026090902,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",18:30,18:30,True,1.0,119,,
02N,8482,W,B7,537224207090,2026090802,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:33Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,120,,
02N,2982,2,06,486246006000,2026090802,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,121,,
02N,2982,2,06,486236006000,2026090802,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:20Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,121,,
02N,2982,2,06,486216006000,2026090802,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:16Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,121,,
02N,2982,2,07,616246010000,2026090802,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,122,,
02N,2982,2,07,617416014000,2026090802,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,122,,
02N,2982,2,07,617416014000,2026090802,1000,N,437,2,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,122,,
02N,7371,4,28,583114214100,2026090802,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,123,,
02N,7371,4,28,583114214100,2026090802,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,123,,
02N,2982,2,07,631426010000,2026091007,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:42Z,"Kotani, Miki/小谷 美輝",01:22,01:22,True,1.0,123,,
02N,8482,W,B3,581167801100,2026090902,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:27Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,124,,
02N,8482,W,B7,581167801100,2026090902,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:36Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,124,,
02N,8482,W,B7,537224207090,2026090902,1000,N,720,1,,194.1302,515,1,L12-D-8,KVC,未,2026-09-10T10:50:34Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,124,,
02N,2982,2,06,486246006000,2026090902,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:22Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,125,,
02N,2982,2,06,486226006000,2026090902,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:18Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,125,,
02N,2982,2,07,616236014000,2026090902,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,125,,
02N,2982,2,07,616246010000,2026090902,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:30Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,126,,
02N,2982,2,07,617416014000,2026090902,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,126,,
02N,2982,2,07,617426014000,2026090902,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,126,,
02N,7371,4,28,583114214100,2026090902,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,127,,
02N,7371,4,28,583114214100,2026090902,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:12Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,127,,
02N,2982,2,07,617426014000,2026091207,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:37Z,"Kotani, Miki/小谷 美輝",01:22,01:22,False,3.0,127,,
02N,1000,K,K5,583114214100,2026090902,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,128,,
02N,1000,K,K5,537214206000,2026090902,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,128,,
02N,8482,W,B7,537214206090,2026082502,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:28Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,2.0,129,,
02N,8482,W,B7,581167801100,2026091002,1000,N,700,1,,313.7402,830,1,C15-A-1,KVC,未,2026-09-10T10:50:37Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,130,,
02N,8482,W,B7,537214206090,2026091002,1000,N,719,1,,194.1301,515,1,L12-C-5,KVC,未,2026-09-10T10:50:32Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,130,,
02N,2982,2,06,486236006000,2026091002,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,131,,
02N,2982,2,06,486216006000,2026091002,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,131,,
02N,2982,2,07,616236014000,2026091002,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:28Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,131,,
02N,2982,2,07,616246010000,2026091002,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:30Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,132,,
02N,2982,2,07,617416014000,2026091002,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,132,,
02N,2982,2,07,617426014000,2026091002,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,132,,
02N,7371,4,28,583114214100,2026091002,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,133,,
02N,7371,4,61,583114214100,2026091002,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:15Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,133,,
02N,2982,2,07,631426010000,2026091207,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:43Z,"Kotani, Miki/小谷 美輝",01:22,01:22,True,1.0,133,,
02N,1000,K,K5,583114214100,2026091002,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:59Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,134,,
02N,1000,K,K5,581164203000,2026091002,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:57Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,134,,
02N,1000,K,K5,537224207000,2026091002,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,134,,
02N,1000,K,K5,537214206000,2026091002,829,L,719,1,,194.1301,515,1,L12-C-5,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,2.0,135,,
02N,7371,4,28,583114214100,2026091007,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",18:15,18:15,False,1.0,136,,
02N,7371,4,28,583114214100,2026091007,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",18:15,18:15,False,1.0,136,,
02N,2982,2,07,631426010000,2026090702,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",18:30,18:30,True,1.0,136,,
02N,2982,2,06,486236006000,2026091102,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,137,,
02N,2982,2,06,486216006000,2026091102,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,137,,
02N,2982,2,07,616236014000,2026091102,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,137,,
02N,2982,2,07,616246010000,2026091102,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,138,,
02N,2982,2,07,617416014000,2026091102,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:32Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,138,,
02N,2982,2,07,617426014000,2026091102,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,138,,
02N,2982,2,07,617426014000,2026090702,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:34Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,4.0,139,,
02N,2982,2,07,617426014000,2026090802,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:35Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,4.0,139,,
02N,2982,2,07,617426014000,2026091102,1000,N,438,2,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,139,,
02N,1000,K,K5,583114214100,2026090205,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",18:46,18:46,False,1.0,140,,
02N,2982,2,W5,671456020000,2026091102,1000,N,477,1,,72.915,500,21,Q10-A-22,日野,未,2026-09-10T10:51:45Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,140,,
02N,2982,2,W5,671466020000,2026091102,1000,N,478,1,,72.914,500,21,Q10-A-20,日野,未,2026-09-10T10:51:46Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,140,,
02N,2982,2,07,617766003000,2026091102,1000,N,440,1,,72.905,500,21,Q10-B-1,日野,未,2026-09-10T10:51:40Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,1.0,140,,
02N,7371,4,28,583114214100,2026091102,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,141,,
02N,7371,4,28,583114214100,2026091102,1000,N,730,2,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,141,,
02N,7371,4,61,583114214100,2026091102,1000,N,730,1,,313.7401,750,1,C15-A-3,織機,未,2026-09-10T10:51:15Z,"Kotani, Miki/小谷 美輝",01:00,01:00,False,1.0,141,,
02N,1000,K,K5,583114214100,2026090102,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:57Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,142,,
02N,1000,H,1W,571121101000,2026082702,829,L,320,1,,168.3904,800,1,N12-A-19,元町,未,2026-09-10T10:50:42Z,"Kotani, Miki/小谷 美輝",07:28,07:28,False,1.0,143,,
02N,2982,2,06,486246006000,2026091202,1000,N,196,1,,72.913,750,1,Q10-A-13,日野,未,2026-09-10T10:51:23Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,144,,
02N,2982,2,06,486236006000,2026091202,1000,N,195,1,,72.912,750,1,Q10-A-12,日野,未,2026-09-10T10:51:21Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,144,,
02N,2982,2,06,486226006000,2026091202,1000,N,194,1,,72.911,750,1,Q10-A-11,日野,未,2026-09-10T10:51:19Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,2.0,144,,
02N,2982,2,06,486216006000,2026091202,1000,N,193,1,,72.91,750,1,Q10-A-10,日野,未,2026-09-10T10:51:17Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,145,,
02N,2982,2,07,616236014000,2026091202,1000,N,431,1,,72.908,500,1,Q10-B-7,日野,未,2026-09-10T10:51:29Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,145,,
02N,2982,2,07,616246010000,2026091202,1000,N,432,1,,72.907,500,1,Q10-B-5,日野,未,2026-09-10T10:51:31Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,3.0,145,,
02N,2982,2,07,631426010000,2026091002,1000,N,443,1,,72.916,1000,1,Q10-A-24,日野,未,2026-09-10T10:51:41Z,"Kotani, Miki/小谷 美輝",18:30,18:30,True,1.0,146,,
02N,2982,2,07,617416014000,2026091202,1000,N,437,1,,62.1901,750,1,Q10-D-25,日野,未,2026-09-10T10:51:34Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,4.0,146,,
02N,2982,2,07,617426014000,2026091202,1000,N,438,1,,62.19,750,1,Q10-D-23,日野,未,2026-09-10T10:51:36Z,"Kotani, Miki/小谷 美輝",18:30,18:30,False,4.0,146,,
02N,1000,K,K5,583114214100,2026083102,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:57Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,147,,
02N,1000,H,1W,571121101000,2026091002,829,L,320,1,,168.3904,800,1,N12-A-19,元町,未,2026-09-10T10:50:43Z,"Kotani, Miki/小谷 美輝",07:28,07:28,False,1.0,148,,
02N,1000,H,1W,571121101000,2026090302,829,L,320,1,,168.3904,800,1,N12-A-19,元町,未,2026-09-10T10:50:42Z,"Kotani, Miki/小谷 美輝",07:28,07:28,False,1.0,149,,
02N,1000,K,K5,581164203000,2026090302,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,150,,
02N,1000,K,K5,537224207000,2026090302,829,L,720,1,,194.1302,515,1,L12-D-8,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,150,,
02N,1000,K,K5,583114214100,2026090802,829,L,730,1,,313.7401,750,1,C15-A-3,高岡,未,2026-09-10T10:50:58Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,151,,
02N,1000,K,K5,581164203000,2026090802,829,L,726,1,,313.74,830,1,C15-B-5,高岡,未,2026-09-10T10:50:57Z,"Kotani, Miki/小谷 美輝",06:45,06:45,False,1.0,151,,
02N,2982,2,07,5831160F1000,2026090702,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:24Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,152,26.0,
02N,2982,2,07,5831160F1000,2026090802,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:24Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,152,26.0,
02N,2982,2,07,5831160F1000,2026091202,1000,N,248,1,,72.918,600,5,Q10-B-23,日野,未,2026-09-10T10:51:26Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,153,27.0,
02N,2982,2,07,5831160F4000,2026090902,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-10T10:51:27Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,153,27.0,
02N,2982,2,07,5831160F4000,2026091102,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-10T10:51:27Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,154,28.0,
02N,2982,2,07,5831160F4000,2026091202,1000,N,250,1,,72.917,600,5,Q10-A-27,日野,未,2026-09-10T10:51:27Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,154,28.0,
02N,2982,2,07,631486005000,2026091102,1000,N,471,1,,72.904,600,11,Q10-A-3,日野,未,2026-09-10T10:51:43Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,155,5.0,
02N,2982,2,07,631496003000,2026091102,1000,N,472,1,,72.903,600,11,Q10-A-1,日野,未,2026-09-10T10:51:43Z,"Kotani, Miki/小谷 美輝",18:30,18:30,,,155,5.0,
02N,7371,4,21,551124202000,2026090702,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,156,1.0,
02N,7371,4,21,551124202000,2026090802,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,156,1.0,
02N,7371,4,21,551124202000,2026090902,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,157,2.0,
02N,7371,4,21,551124202000,2026091102,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:11Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,157,2.0,
02N,7371,4,61,551124202000,2026090702,1000,N,716,1,,16.6501,830,17,Q9-A-5,織機,未,2026-09-10T10:51:14Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,158,3.0,
02N,7371,4,21,551124201000,2026090702,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:08Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,158,3.0,
02N,7371,4,21,551124201000,2026090802,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,159,4.0,
02N,7371,4,21,551124201000,2026090902,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,159,4.0,
02N,7371,4,21,551124201000,2026091002,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:09Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,160,5.0,
02N,7371,4,21,551124201000,2026091102,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:10Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,160,5.0,
02N,7371,4,61,551124201000,2026090702,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,161,6.0,
02N,7371,4,61,551124201000,2026090802,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,161,6.0,
02N,7371,4,61,551124201000,2026091002,1000,N,715,1,,16.65,830,17,Q9-A-1,織機,未,2026-09-10T10:51:13Z,"Kotani, Miki/小谷 美輝",01:00,01:00,,,162,7.0,
02N,1000,K,K5,551124202000,2026082602,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,163,8.0,
02N,1000,K,K5,551124202000,2026082702,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,163,8.0,
02N,1000,K,K5,551124202000,2026090102,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,164,9.0,
02N,1000,K,K5,551124202000,2026090402,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:55Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,164,9.0,
02N,1000,K,K5,551124202000,2026090802,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,165,10.0,
02N,1000,K,K5,551124202000,2026091002,829,L,716,1,,16.6501,830,17,Q9-A-5,高岡,未,2026-09-10T10:50:56Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,165,10.0,
02N,8482,W,B7,551124202000,2026082702,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,166,13.0,
02N,8482,W,B7,551124202000,2026083102,1000,N,716,1,,16.6501,830,17,Q9-A-5,TMK,未,2026-09-10T10:50:35Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,166,13.0,
02N,1000,K,K5,551124201000,2026082602,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,167,14.0,
02N,1000,K,K5,551124201000,2026082602,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,167,14.0,
02N,1000,K,K5,551124201000,2026082702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,168,15.0,
02N,1000,K,K5,551124201000,2026082702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:52Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,168,15.0,
02N,1000,K,K5,551124201000,2026082802,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,169,16.0,
02N,1000,K,K5,551124201000,2026082802,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,169,16.0,
02N,1000,K,K5,551124201000,2026083102,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,170,17.0,
02N,1000,K,K5,551124201000,2026090102,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,170,17.0,
02N,1000,K,K5,551124201000,2026090102,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,171,18.0,
02N,1000,K,K5,551124201000,2026090202,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,171,18.0,
02N,1000,K,K5,551124201000,2026090302,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,172,19.0,
02N,1000,K,K5,551124201000,2026090302,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,172,19.0,
02N,1000,K,K5,551124201000,2026090402,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,173,20.0,
02N,1000,K,K5,551124201000,2026090402,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:53Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,173,20.0,
02N,1000,K,K5,551124201000,2026090502,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,174,21.0,
02N,1000,K,K5,551124201000,2026090702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,174,21.0,
02N,1000,K,K5,551124201000,2026090702,829,L,715,2,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,175,22.0,
02N,1000,K,K5,551124201000,2026090802,829,L,715,1,,16.65,830,17,Q9-A-1,高岡,未,2026-09-10T10:50:54Z,"Kotani, Miki/小谷 美輝",06:45,06:45,,,175,22.0,
